Entity,Code,Year,"Meat, game | 00001163 || Production | 005510 || tonnes","Meat, horse | 00001097 || Production | 005510 || tonnes","Meat, camel | 00001127 || Production | 005510 || tonnes","Meat, sheep and goat | 00001807 || Production | 005510 || tonnes","Meat, beef and buffalo | 00001806 || Production | 005510 || tonnes","Meat, pig | 00001035 || Production | 005510 || tonnes","Meat, poultry | 00001808 || Production | 005510 || tonnes"
Austria,AUT,1992,5500,462,,6209,246667,462801,98546
Austria,AUT,1993,5500,480,,5747,223342,475606,101541
Austria,AUT,1994,5500,465,,6319,211870,472562,101904
Austria,AUT,1995,5011,426,,6550,195880,457420,98680
Austria,AUT,1996,4946,332,,6879,222350,472194,98273
Austria,AUT,1997,5000,359,,7230,206021,474681,102532
Austria,AUT,1998,5200,376,,7288,196882,499553,105967
Austria,AUT,1999,5500,331,,6560,203333,519568,107180
Austria,AUT,2000,6000,387,,8296,203489,505385,111183
Austria,AUT,2001,6200,298,,7998,215240,488675,113011
Austria,AUT,2002,6200,234,,7654,211855,512129,111952
Austria,AUT,2003,6300,214,,7690,207737,517569,113379
Austria,AUT,2004,6700,214,,7140,206103,514653,120222
Austria,AUT,2005,6700,218,,7256,204468,510085,119583
Austria,AUT,2006,5700,195,,7803,216478,513971,114935
Austria,AUT,2007,6500,164,,6254,217784,535904,123761
Austria,AUT,2008,6400,186,,7840,224231,532946,125185
Austria,AUT,2009,6200,201,,7104,226294,540299,124599
Austria,AUT,2010,6500,190,,6736,226677,545818,133798
Austria,AUT,2011,6200,194,,7335,222168,544166,137588
Austria,AUT,2012,7100,184,,7361,222156,530263,134047
Austria,AUT,2013,6400,198,,7938,228913,529284,130450
Austria,AUT,2014,6400,197,,7821,223193,527442,134594
Austria,AUT,2015,6600,161,,6800,229648,529118,137081
Austria,AUT,2016,6900,116,,6979,228335,514892,147180
Austria,AUT,2017,6700,110,,6563,226859,508494,143750
Austria,AUT,2018,,134,,7330,233460,509520,124240
Austria,AUT,2019,,120,,7860,229610,502030,131680
Austria,AUT,2020,,,,7210,218360,503170,142616
Austria,AUT,2021,,,,7420,213740,502120,150609
Austria,AUT,2022,,,,7130,210120,477660,151964
Austria,AUT,2023,,,,7590,204580,454260,149492.14
Azerbaijan,AZE,1992,,,,27000,62487,6593,30900
Azerbaijan,AZE,1993,,,,26000,56507,3347,19900
Azerbaijan,AZE,1994,,,,22000,55759,2533,16700
Azerbaijan,AZE,1995,,,,23000,54951,2801,14300
Azerbaijan,AZE,1996,,,,25583,58895,2181,14900
Azerbaijan,AZE,1997,,,,25822,67494,2261,14700
Azerbaijan,AZE,1998,,,,32143,70537,1834,16500
Azerbaijan,AZE,1999,,,,34769,73471,2119,16300
Azerbaijan,AZE,2000,,,,34984,78425,1413,17188
Azerbaijan,AZE,2001,,,,36710,80596,1550,19088
Azerbaijan,AZE,2002,,,,37614,86814,1664,23146
Azerbaijan,AZE,2003,,,,39231,91992,2072,27136
Azerbaijan,AZE,2004,,,,40684,94617,2191,32278
Azerbaijan,AZE,2005,,,,41894,95909,2056,34664
Azerbaijan,AZE,2006,,,,44433,97811,1915,36342
Azerbaijan,AZE,2007,,,,45036,98444,1402,49208
Azerbaijan,AZE,2008,,,,46300,100539,1187,50700
Azerbaijan,AZE,2009,,,,66776,102331,802,66953
Azerbaijan,AZE,2010,,,,74280,112361,800,64470
Azerbaijan,AZE,2011,,,,74395,115471,729,71597
Azerbaijan,AZE,2012,,,,70366,118410,741,86518
Azerbaijan,AZE,2013,,,,70929,120799,743,94411
Azerbaijan,AZE,2014,,,,68760,122370,674,99385
Azerbaijan,AZE,2015,,,,70940,129753,709,97211
Azerbaijan,AZE,2016,,,,75254,130984,472,95517
Azerbaijan,AZE,2017,,,,79092,132902,471,104362
Azerbaijan,AZE,2018,,,,80800,135620,483,109121
Azerbaijan,AZE,2019,,,,85300,137929,494,111996
Azerbaijan,AZE,2020,,,,87058,143082,483,115388
Azerbaijan,AZE,2021,,,,87647,145040,497,124388
Azerbaijan,AZE,2022,,,,89055,148568,502,130108
Azerbaijan,AZE,2023,,,,88946,152787,492,137501
Bahamas,BHS,1961,,,,145,120.7,205,790
Bahamas,BHS,1962,,,,147.6,119,210,840
Bahamas,BHS,1963,,,,150.2,119,212.5,960
Bahamas,BHS,1964,,,,154.2,141.1,215,1080
Bahamas,BHS,1965,,,,154,141.1,215,1320
Bahamas,BHS,1966,,,,155.64,146.2,220,1620
Bahamas,BHS,1967,,,,157.4,144.5,220,1800
Bahamas,BHS,1968,,,,149.8,110.5,300,2640
Bahamas,BHS,1969,,,,140,102,300,3600
Bahamas,BHS,1970,,,,140,93.5,285,3960
Bahamas,BHS,1971,,,,131.8,93.5,275,4080
Bahamas,BHS,1972,,,,127.6,76.5,260,4680
Bahamas,BHS,1973,,,,120,68,245,4290
Bahamas,BHS,1974,,,,115.8,59.5,225,4886
Bahamas,BHS,1975,,,,110.4,57.8,215,4513
Bahamas,BHS,1976,,,,106.2,54.4,210,5183
Bahamas,BHS,1977,,,,103.04,47.6,200,4800
Bahamas,BHS,1978,,,,97.44,42.5,200,5040
Bahamas,BHS,1979,,,,96.04,40.8,200,4680
Bahamas,BHS,1980,,,,96.4,37.4,200,8400
Bahamas,BHS,1981,,,,94.2,34,190,7680
Bahamas,BHS,1982,,,,91.4,34,190,7320
Bahamas,BHS,1983,,,,88.6,37.4,185,7320
Bahamas,BHS,1984,,,,86.04,37.4,185,8640
Bahamas,BHS,1985,,,,84.64,40.8,180,7560
Bahamas,BHS,1986,,,,85,40.8,175,8520
Bahamas,BHS,1987,,,,83.6,34,175,8520
Bahamas,BHS,1988,,,,83.6,32.3,170,8520
Bahamas,BHS,1989,,,,84.2,32.3,165,5300
Bahamas,BHS,1990,,,,83.5,32.3,167.5,5800
Bahamas,BHS,1991,,,,82.1,45.9,165,6500
Bahamas,BHS,1992,,,,81.4,23.8,160,5200
Bahamas,BHS,1993,,,,81.36,25.5,155,4800
Bahamas,BHS,1994,,,,76.65,17.68,155,4395
Bahamas,BHS,1995,,,,81.76,18.7,179,7470
Bahamas,BHS,1996,,,,94.4,17.85,162.5,8817
Bahamas,BHS,1997,,,,94.4,17.85,162.5,9675
Bahamas,BHS,1998,,,,93.7,17.85,162.5,10662
Bahamas,BHS,1999,,,,32.6,18.7,190,9499
Bahamas,BHS,2000,,,,35.4,17.34,310,6721
Bahamas,BHS,2001,,,,86,20.4,315,6855
Bahamas,BHS,2002,,,,91.02,25.5,312.5,7100
Bahamas,BHS,2003,,,,93.9,27.2,320,8000
Bahamas,BHS,2004,,,,96.4,28.05,325,8050
Bahamas,BHS,2005,,,,96.4,28.05,325,6450
Bahamas,BHS,2006,,,,93.4,17.85,325,6440
Bahamas,BHS,2007,,,,100,17,330,6520
Bahamas,BHS,2008,,,,100,19.28,330,6540
Bahamas,BHS,2009,,,,100,19.12,330,6571
Bahamas,BHS,2010,,,,100,17,330,6700
Bahamas,BHS,2011,,,,100,17.85,330,6550
Bahamas,BHS,2012,,,,102.39,19.28,334,6600
Bahamas,BHS,2013,,,,102.65,19.33,340.08,6720
Bahamas,BHS,2014,,,,101.29,19.06,352.29,6404.91
Bahamas,BHS,2015,,,,101.29,18.82,345.96,6549.9
Bahamas,BHS,2016,,,,101.21,18.7,349.87,6772.41
Bahamas,BHS,2017,,,,101.14,18.94,361.45,6573.06
Bahamas,BHS,2018,,,,101.11,18.94,338.35,6542.88
Bahamas,BHS,2019,,,,101.43,18.7,325.64,6518.61
Bahamas,BHS,2020,,,,102.56,18.89,325.33,6374.57
Bahamas,BHS,2021,,,,103.03,18.85,325.4,6158.05
Bahamas,BHS,2022,,,,103.72,18.75,324.66,6081.06
Bahamas,BHS,2023,,,,104.42,18.65,323.92,6003.87
Bahrain,BHR,1961,,,16,139.5,180,,165
Bahrain,BHR,1962,,,16,157.5,180,,176
Bahrain,BHR,1963,,,16,177,180,,176
Bahrain,BHR,1964,,,16,195,180,,176
Bahrain,BHR,1965,,,16,153,240,,176
Bahrain,BHR,1966,,,16,135,240,,198
Bahrain,BHR,1967,,,16,153,240,,198
Bahrain,BHR,1968,,,16,162,240,,220
Bahrain,BHR,1969,,,16,171,300,,220
Bahrain,BHR,1970,,,16,168,300,,220
Bahrain,BHR,1971,,,16,1143,720,,550
Bahrain,BHR,1972,,,16,789,781.2,,704
Bahrain,BHR,1973,,,50,819,714,,968
Bahrain,BHR,1974,,,40,888,757.8,,1078
Bahrain,BHR,1975,,,40,594,600,,1650
Bahrain,BHR,1976,,,40,1020,480,,1870
Bahrain,BHR,1977,,,48,1806,576,,2200
Bahrain,BHR,1978,,,48,2103,456,,1400
Bahrain,BHR,1979,,,48,2598,504,,2400
Bahrain,BHR,1980,,,56,3006,720,,3400
Bahrain,BHR,1981,,,56,3219,576,,3200
Bahrain,BHR,1982,,,56,4341,840,,5250
Bahrain,BHR,1983,,,64,5370,1080,,3410
Bahrain,BHR,1984,,,64,5505,1560,,3393
Bahrain,BHR,1985,,,65,5475,924,,3836
Bahrain,BHR,1986,,,68,4755,942,,2800
Bahrain,BHR,1987,,,70,4564.5,864,,3250
Bahrain,BHR,1988,,,70,5842.5,816,,3445
Bahrain,BHR,1989,,,75,5813.54,770.52,,3419
Bahrain,BHR,1990,,,77,6855,800.28,,3413
Bahrain,BHR,1991,,,78,5190,722.16,,4045
Bahrain,BHR,1992,,,80,6495,879,,4578
Bahrain,BHR,1993,,,81,6273.06,840,,4384
Bahrain,BHR,1994,,,83,8004.8,804,,4547
Bahrain,BHR,1995,,,85,8994.57,684,,5031
Bahrain,BHR,1996,,,89,6426,804,,4931
Bahrain,BHR,1997,,,83,6868.62,807.6,,4000
Bahrain,BHR,1998,,,84,6615,901.8,,5345
Bahrain,BHR,1999,,,83,9150,894,,5106
Bahrain,BHR,2000,,,88,7100.7,895.92,,5777
Bahrain,BHR,2001,,,81,8059.22,912,,5553
Bahrain,BHR,2002,,,85,8400,1440,,4938
Bahrain,BHR,2003,,,87,7470,1020,,4907
Bahrain,BHR,2004,,,88,6600,875,,5012
Bahrain,BHR,2005,,,86,10920,874.92,,5050
Bahrain,BHR,2006,,,85,6135,876,,4336
Bahrain,BHR,2007,,,73,10635,876,,5196
Bahrain,BHR,2008,,,86,13290,972,,6099
Bahrain,BHR,2009,,,90,14550,972,,6196
Bahrain,BHR,2010,,,90,16740,1020,,6048.95
Bahrain,BHR,2011,,,89.53,17017.5,1020,,5947.5
Bahrain,BHR,2012,,,90.35,17112,1020,,5740.64
Bahrain,BHR,2013,,,90.49,17079,1032,,5368.13
Bahrain,BHR,2014,,,87.29,16591.94,1069.86,,6409.96
Bahrain,BHR,2015,,,86.59,20154.19,979.37,,7364.22
Bahrain,BHR,2016,,,85.36,23397.63,865.31,,8222.25
Bahrain,BHR,2017,,,84.46,29493.86,734.08,,8928
Bahrain,BHR,2018,,,233.57,27676.01,758.38,,9041
Bahrain,BHR,2019,,,231.37,29775.02,841.8,,8924
Bahrain,BHR,2020,,,230.07,29582.58,773.28,,7296
Bahrain,BHR,2021,,,228.93,26375.85,833.57,,8262
Bahrain,BHR,2022,,,235.02,27371.08,805.08,,8500
Bahrain,BHR,2023,,,244,26694.03,782.41,,8788.63
Bangladesh,BGD,1961,,,,27500,119800,,18600
Bangladesh,BGD,1962,,,,28750,122600,,23100
Bangladesh,BGD,1963,,,,30150,125050,,27200
Bangladesh,BGD,1964,,,,32750,127500,,31300
Bangladesh,BGD,1965,,,,32900,127400,,36900
Bangladesh,BGD,1966,,,,29530,132900,,43800
Bangladesh,BGD,1967,,,,30150,135350,,47900
Bangladesh,BGD,1968,,,,30750,137900,,52000
Bangladesh,BGD,1969,,,,31750,142500,,56200
Bangladesh,BGD,1970,,,,32440,145300,,61200
Bangladesh,BGD,1971,,,,33900,143900,,56500
Bangladesh,BGD,1972,,,,35600,143500,,52200
Bangladesh,BGD,1973,,,,37200,137047,,49100
Bangladesh,BGD,1974,,,,38600,140033,,48900
Bangladesh,BGD,1975,,,,40200,143057,,48900
Bangladesh,BGD,1976,,,,42478,147563,,48800
Bangladesh,BGD,1977,,,,44128,150798,,41900
Bangladesh,BGD,1978,,,,44942,172500,,65600
Bangladesh,BGD,1979,,,,40650,179990,,70100
Bangladesh,BGD,1980,,,,24425,122719,,52900
Bangladesh,BGD,1981,,,,24953,124284,,56194
Bangladesh,BGD,1982,,,,29792,125861,,59600
Bangladesh,BGD,1983,,,,32806,127485,,63160
Bangladesh,BGD,1984,,,,39820,124913,,58687
Bangladesh,BGD,1985,,,,53042,135424,,67011
Bangladesh,BGD,1986,,,,56886,136917,,71034
Bangladesh,BGD,1987,,,,60956,138298,,75282
Bangladesh,BGD,1988,,,,65360,139791,,79753
Bangladesh,BGD,1989,,,,70060,141320,,83900
Bangladesh,BGD,1990,,,,75170,142834,,89357
Bangladesh,BGD,1991,,,,79837,143057,,92934
Bangladesh,BGD,1992,,,,85588,144514,,98228
Bangladesh,BGD,1993,,,,92646,147240,,105539
Bangladesh,BGD,1994,,,,100000,150000,,110862
Bangladesh,BGD,1995,,,,107000,151216,,117481
Bangladesh,BGD,1996,,,,117550,156000,,105300
Bangladesh,BGD,1997,,,,126000,169000,,110600
Bangladesh,BGD,1998,,,,128600,164500,,114400
Bangladesh,BGD,1999,,,,129600,174300,,120900
Bangladesh,BGD,2000,,,,131600,176500,,129900
Bangladesh,BGD,2001,,,,131600,178600,,137000
Bangladesh,BGD,2002,,,,139800,182700,,145000
Bangladesh,BGD,2003,,,,137364.45,184600,,153000
Bangladesh,BGD,2004,,,,140249.56,185700,,159400
Bangladesh,BGD,2005,,,,145651.64,188000,,168000
Bangladesh,BGD,2006,,,,156053.16,189200,,179000
Bangladesh,BGD,2007,,,,183080.62,191400,,189000
Bangladesh,BGD,2008,,,,149439.08,192600,,190500
Bangladesh,BGD,2009,,,,159285.98,193800,,198000
Bangladesh,BGD,2010,,,,170076.2,194112.1,,203200
Bangladesh,BGD,2011,,,,180740.33,196674.62,,210600
Bangladesh,BGD,2012,,,,195804.4,197163.9,,217200
Bangladesh,BGD,2013,,,,198039.14,198482.62,,219600
Bangladesh,BGD,2014,,,,205000,199509.9,,229080.47
Bangladesh,BGD,2015,,,,205000,198449.19,,235500
Bangladesh,BGD,2016,,,,210773.95,199404.47,,242307.94
Bangladesh,BGD,2017,,,,215658.48,200709.94,,249056.33
Bangladesh,BGD,2018,,,,220770.7,203305.58,,255185.02
Bangladesh,BGD,2019,,,,225447.06,204817.7,,259708.3
Bangladesh,BGD,2020,,,,230442.05,205414.69,,268973.94
Bangladesh,BGD,2021,,,,235959.8,206680.77,,276191.28
Bangladesh,BGD,2022,,,,240438.55,208156.25,,283558.5
Bangladesh,BGD,2023,,,,247632.56,209642.11,,291126.4
Barbados,BRB,1961,,,,158.2,438,2004.5,230
Barbados,BRB,1962,,,,161,313,2156.5,264
Barbados,BRB,1963,,,,156.8,363,2337,330
Barbados,BRB,1964,,,,165.2,410,2365.5,363
Barbados,BRB,1965,,,,173.6,323,2403.5,303
Barbados,BRB,1966,,,,175,374,2498.5,260
Barbados,BRB,1967,,,,190.4,370,2536.5,350
Barbados,BRB,1968,,,,193.2,360,2622,450
Barbados,BRB,1969,,,,200.2,560,2783.5,550
Barbados,BRB,1970,,,,210,565,3277.5,567
Barbados,BRB,1971,,,,210,571,3942.5,737
Barbados,BRB,1972,,,,204.4,447,3990,1497
Barbados,BRB,1973,,,,205.8,454,3990,2370
Barbados,BRB,1974,,,,210,373,4845,2508
Barbados,BRB,1975,,,,217,184,4465,2897
Barbados,BRB,1976,,,,212.8,180,4750,3138
Barbados,BRB,1977,,,,215.6,170,4940,3711
Barbados,BRB,1978,,,,228.2,285,5700,4261
Barbados,BRB,1979,,,,242.2,389,4845,5273
Barbados,BRB,1980,,,,235.2,414,5605,5248
Barbados,BRB,1981,,,,217,413,5700,6026
Barbados,BRB,1982,,,,217,376,5700,6665
Barbados,BRB,1983,,,,203,334,5225,6133
Barbados,BRB,1984,,,,193.2,279,4560,6550
Barbados,BRB,1985,,,,179.2,252,4560,6257
Barbados,BRB,1986,,,,173.6,313,3990,7430
Barbados,BRB,1987,,,,163.8,405,3990,8182
Barbados,BRB,1988,,,,159.6,398,3895,9000
Barbados,BRB,1989,,,,154,832,3800,10733
Barbados,BRB,1990,,,,83.8,954,3724,10233
Barbados,BRB,1991,,,,83.8,924,3657.5,10072
Barbados,BRB,1992,,,,85.8,1008,3524.5,8825
Barbados,BRB,1993,,,,85.8,874,3458,8740
Barbados,BRB,1994,,,,83.8,879,1688,9792
Barbados,BRB,1995,,,,83.8,874,1928,10983
Barbados,BRB,1996,,,,81.8,882,3059,12267
Barbados,BRB,1997,,,,81.8,621,2926,11873
Barbados,BRB,1998,,,,79.8,576,2793,11807
Barbados,BRB,1999,,,,69.4,606,2356,12000
Barbados,BRB,2000,,,,70.9,766,1922,10780
Barbados,BRB,2001,,,,57.4,426,1799,12050
Barbados,BRB,2002,,,,100.18,417,1409.9,11520
Barbados,BRB,2003,,,,117.3,396,1756,12594
Barbados,BRB,2004,,,,125,258,2064,13738
Barbados,BRB,2005,,,,107,182,2308,15393
Barbados,BRB,2006,,,,107,182,2637,13846
Barbados,BRB,2007,,,,100,142,2502,15214
Barbados,BRB,2008,,,,113,153,2637,14628
Barbados,BRB,2009,,,,117,160,2747,14693
Barbados,BRB,2010,,,,134,167,2745,14363
Barbados,BRB,2011,,,,141,156,2657,14644
Barbados,BRB,2012,,,,134.8,148,2541,14380
Barbados,BRB,2013,,,,131.07,140,2498,13702
Barbados,BRB,2014,,,,129.17,153,2704,14575
Barbados,BRB,2015,,,,130.74,172.6,2847,16324.3
Barbados,BRB,2016,,,,139.5,176.22,2663.77,15158.59
Barbados,BRB,2017,,,,124.79,163.07,2518.54,15932.31
Barbados,BRB,2018,,,,136.23,175.57,2771.74,16646.34
Barbados,BRB,2019,,,,121.45,172.47,2840.32,16419.99
Barbados,BRB,2020,,,,128.63,182,2869,12106
Barbados,BRB,2021,,,,94.66,161,2634,13481
Barbados,BRB,2022,,,,114.79,201,2539,15765
Barbados,BRB,2023,,,,124,166.06,2575.87,15184.04
Belarus,BLR,1992,,2000,,5400,495100,323000,120900
Belarus,BLR,1993,,2900,,6000,410700,283900,131000
Belarus,BLR,1994,,2000,,5200,384000,251800,96800
Belarus,BLR,1995,,2200,,3900,315600,262800,69200
Belarus,BLR,1996,,3300,,3900,276600,273000,63600
Belarus,BLR,1997,,3500,,3200,255800,297400,69300
Belarus,BLR,1998,,3600,,2800,270700,319700,73900
Belarus,BLR,1999,,4000,,2700,262100,310500,70000
Belarus,BLR,2000,,3000,,2600,212500,301500,76100
Belarus,BLR,2001,,2300,,2800,230900,303400,85200
Belarus,BLR,2002,,2300,,1800,226500,300700,84700
Belarus,BLR,2003,,2800,,2000,211400,300700,87200
Belarus,BLR,2004,,3300,,1800,223800,298900,101800
Belarus,BLR,2005,,2800,,1200,255800,321000,116400
Belarus,BLR,2006,,2500,,1000,271800,345900,146400
Belarus,BLR,2007,,2300,,1100,274400,371900,166200
Belarus,BLR,2008,,2500,,1200,268900,376000,192500
Belarus,BLR,2009,,2500,,1300,307900,388200,220100
Belarus,BLR,2010,,2400,,1400,308100,398400,260400
Belarus,BLR,2011,,1700,,1300,297800,419300,298700
Belarus,BLR,2012,,1000,,1000,293000,442900,353300
Belarus,BLR,2013,,900,,1100,315700,468900,384500
Belarus,BLR,2014,,800,,1000,295500,360300,414200
Belarus,BLR,2015,,1100,,1300,339000,361600,444400
Belarus,BLR,2016,,800,,1500,327200,384400,457760
Belarus,BLR,2017,,700,,1400,317300,399600,488300
Belarus,BLR,2018,,600,,1400,326000,397400,500000
Belarus,BLR,2019,,500,,1200,328000,382800,526700
Belarus,BLR,2020,,300,,1200,340200,399200,539600
Belarus,BLR,2021,,300,,1200,348200,392600,506700
Belarus,BLR,2022,,300,,1000,344300,362300,511700
Belarus,BLR,2023,,200,,1000,375000,375200,483554.56
Belgium,BEL,2000,,5900,,4546,275360,1042320,407226
Belgium,BEL,2001,,6000,,5242,285250,1062400,413172
Belgium,BEL,2002,,4200,,3237,305388,1040710,466562
Belgium,BEL,2003,,3618,,3170,275170,1026472,430135.5
Belgium,BEL,2004,,3432,,3548,280931,1054010,473120.5
Belgium,BEL,2005,,3252,,3344,267156,1012934,453847.5
Belgium,BEL,2006,,2010,,1404,286979,1000928,488530.4
Belgium,BEL,2007,,2282,,1361,287977,1061045,453916
Belgium,BEL,2008,,2840,,1248,285037,1056169,336480.5
Belgium,BEL,2009,,2023,,744,261801,1082036,361179
Belgium,BEL,2010,,2943,,2715,281634,1123769,404239
Belgium,BEL,2011,,3153,,2438,272282,1108255,402653
Belgium,BEL,2012,,2889,,2163,262280,1109610,410863
Belgium,BEL,2013,,2670,,2406,249973,1130572,388606
Belgium,BEL,2014,,2542,,2565,257670,1118330,433191
Belgium,BEL,2015,,2610,,2717,267877,1124310,452869
Belgium,BEL,2016,,1893,,3020,278362,1060541,461212
Belgium,BEL,2017,,1772,,3234,281536,1044561,463355
Belgium,BEL,2018,,1868,,3130,277310,1073190,469550
Belgium,BEL,2022,,700,,2580,238140,1032290,
Belgium,BEL,2019,,,,3070,263750,1038990,447750
Belgium,BEL,2020,,,,2970,254510,1098800,
Belgium,BEL,2021,,,,3130,247120,1140090,
Belgium,BEL,2023,,,,2290,240180,929820,428160
Belgium-Luxembourg (FAO),,1961,9728,16906,,3402,211891,247146,71682
Belgium-Luxembourg (FAO),,1962,9568,15018,,3178,221878,272594,81947
Belgium-Luxembourg (FAO),,1963,9584,12749,,3075,239584,248483,82736
Belgium-Luxembourg (FAO),,1964,9718,12424,,3718,215734,242602,87435
Belgium-Luxembourg (FAO),,1965,9694,12014,,5324,212557,277367,93427
Belgium-Luxembourg (FAO),,1966,9602,9246,,3547,229656,305643,97476
Belgium-Luxembourg (FAO),,1967,9727,7615,,4444,240023,345317,102329
Belgium-Luxembourg (FAO),,1968,9727,9110,,4516,242908,378241,105606
Belgium-Luxembourg (FAO),,1969,9730,10338,,9818,252643,384666,108747
Belgium-Luxembourg (FAO),,1970,9935,9934,,7245,265462,474435,119148
Belgium-Luxembourg (FAO),,1971,10033,8337,,4824,273423,505991,118965
Belgium-Luxembourg (FAO),,1972,9884,6752,,3236,264640,541173,117010
Belgium-Luxembourg (FAO),,1973,9203,5130,,3228,266314,588397,123635
Belgium-Luxembourg (FAO),,1974,9727,5368,,3575,314875,619340,127039
Belgium-Luxembourg (FAO),,1975,9016,5650,,4021,306338,579482,124897
Belgium-Luxembourg (FAO),,1976,9419,6212,,3880,290524,574522,126103
Belgium-Luxembourg (FAO),,1977,9131,6784,,4356,281786,586337,128938
Belgium-Luxembourg (FAO),,1978,9685,6402,,4264,275974,631308,119952
Belgium-Luxembourg (FAO),,1979,9219,6301,,5487,288784,657443,130737
Belgium-Luxembourg (FAO),,1980,10898,6310,,5483,310774,668958,133626
Belgium-Luxembourg (FAO),,1981,12371,6294,,5678,317783,679862,133463
Belgium-Luxembourg (FAO),,1982,15188,5058,,6272,282404,680276,147809
Belgium-Luxembourg (FAO),,1983,16510,5148,,7535,290861,706832,144013
Belgium-Luxembourg (FAO),,1984,16294,6281,,7988,319230,734328,144128
Belgium-Luxembourg (FAO),,1985,18486,5662,,7744,326233,725448,133232
Belgium-Luxembourg (FAO),,1986,19150,4191,,7884,326285,746776,169139
Belgium-Luxembourg (FAO),,1987,20537,3829,,6934,326015,787963,172594
Belgium-Luxembourg (FAO),,1988,22139,3403,,7038,316560,813330,181409
Belgium-Luxembourg (FAO),,1989,23692,2691,,7294,305443,829887,178870
Belgium-Luxembourg (FAO),,1990,26420,2655,,7453,322614,784032,190145
Belgium-Luxembourg (FAO),,1991,27488,2840,,8157,381455,915009,200121
Belgium-Luxembourg (FAO),,1992,26510,2423,,5807,359352,951053,226755
Belgium-Luxembourg (FAO),,1993,27444,2876,,4342,373273,1000806,243625
Belgium-Luxembourg (FAO),,1994,27695,3328,,5390,355264,1019320,271949
Belgium-Luxembourg (FAO),,1995,28036,3076,,4878,356628,1043010,315412
Belgium-Luxembourg (FAO),,1996,26794,3500,,4733,361512,1069800,337765
Belgium-Luxembourg (FAO),,1997,25133,4519,,4300,339600,1033050,336828
Belgium-Luxembourg (FAO),,1998,28355,4893,,4158,303400,1085200,375217
Belgium-Luxembourg (FAO),,1999,25776,4799,,4500,281200,1004700,368887
Belize,BLZ,1961,,,,8.88,362,735,262.71
Belize,BLZ,1962,,,,9.36,436,735,292.3
Belize,BLZ,1963,,,,9.99,477,700,322.78
Belize,BLZ,1964,,,,9.12,471,665,354.86
Belize,BLZ,1965,,,,6.84,488,700,396.74
Belize,BLZ,1966,,,,7.8,523,700,426.52
Belize,BLZ,1967,,,,8.55,543,665,527.48
Belize,BLZ,1968,,,,9.9,592,665,628.24
Belize,BLZ,1969,,,,10.2,436,665,729
Belize,BLZ,1970,,,,12.12,474,735,929.76
Belize,BLZ,1971,,,,12.63,680,840,1029.68
Belize,BLZ,1972,,,,13.26,768,840,1164.16
Belize,BLZ,1973,,,,14.04,1027,840,1073.5
Belize,BLZ,1974,,,,11.94,866,805,1120.24
Belize,BLZ,1975,,,,12.72,819,875,1121.12
Belize,BLZ,1976,,,,13.5,943,840,1577.8
Belize,BLZ,1977,,,,14.04,1121,840,1698.68
Belize,BLZ,1978,,,,14.28,1169,840,1758.5
Belize,BLZ,1979,,,,14.52,1130,840,1935.38
Belize,BLZ,1980,,,,13.8,1050,840,2136.8
Belize,BLZ,1981,,,,13.8,1005,840,2403.34
Belize,BLZ,1982,,,,14.58,877,875,2787.02
Belize,BLZ,1983,,,,14.88,965,1015,2975.2
Belize,BLZ,1984,,,,15.18,1015,1120,3063.2
Belize,BLZ,1985,,,,16.19,1234,1225,3102.2
Belize,BLZ,1986,,,,16.26,1107,1260,3161.2
Belize,BLZ,1987,,,,16.26,1330,1260,4022.2
Belize,BLZ,1988,,,,16.26,910,1295,5081.2
Belize,BLZ,1989,,,,14.04,957,475,3416.2
Belize,BLZ,1990,,,,5.87,1461,649,6156.2
Belize,BLZ,1991,,,,8.12,1415,459,6602.2
Belize,BLZ,1992,,,,8.87,1515,570,7532.2
Belize,BLZ,1993,,,,6.02,1363,361,4547.2
Belize,BLZ,1994,,,,11.16,1256,671,6929.2
Belize,BLZ,1995,,,,9.66,1472,674,7129.2
Belize,BLZ,1996,,,,8.91,1331,656,7668.2
Belize,BLZ,1997,,,,9.66,1165,665,7793.2
Belize,BLZ,1998,,,,9.96,1165,652,7697.2
Belize,BLZ,1999,,,,10.86,1146,849,8476.2
Belize,BLZ,2000,,,,11.71,1135,841,8743.2
Belize,BLZ,2001,,,,10.77,1467,1090,13731.2
Belize,BLZ,2002,,,,17.82,1848,975,14162.2
Belize,BLZ,2003,,,,19.72,2221,1034,13802.6
Belize,BLZ,2004,,,,22.84,2658,780,14102
Belize,BLZ,2005,,,,27.84,1613,1067,13990
Belize,BLZ,2006,,,,26.84,1684,1161,13728
Belize,BLZ,2007,,,,29.86,1618,1118,13549
Belize,BLZ,2008,,,,30.91,1715,1067,12740
Belize,BLZ,2009,,,,18.91,1625,1195,13196
Belize,BLZ,2010,,,,27.92,1513,1220,13839.4
Belize,BLZ,2011,,,,29.94,1605,1181,14021.4
Belize,BLZ,2012,,,,35.88,1665,1409,14373.4
Belize,BLZ,2013,,,,43.9,1848,1342,16263.4
Belize,BLZ,2014,,,,29.38,1548.85,1373.48,17736
Belize,BLZ,2015,,,,49.87,1599.15,1635.02,18570.11
Belize,BLZ,2016,,,,52.93,1448,1687,19123.41
Belize,BLZ,2017,,,,45.92,1483,1778,19977.95
Belize,BLZ,2018,,,,54.92,1783,2123,19924.38
Belize,BLZ,2019,,,,34.92,1743,2060,20663.89
